station_id,metro_id
250190240,95536
253140010,92028
254189997,91404
252169995,93212
252210120,93739
249220340,96855
254229998,91852
251169994,94223
250199977,95555
251200070,94631
252220180,93803
250239998,95925
253209991,2602
251179997,94304
251170280,94305
251160260,94213
251160340,94255
351160424,424
252160070,93243
249200990,96670
252209988,93637
252170180,93320
252220110,93820
254149999,91001
253170070,92363
253179997,2301
251160130,94231
250200070,95657
253170220,92309
252159992,93137
253170190,92312
249209984,96632
250220030,5801
249210230,6707
249210410,96759
250140010,95131
252210080,93751
251179992,94350
249210220,96753
253219993,92704
253230140,92903
249189990,6402
252230170,93905
249229996,6801
251230160,94951
251150240,94125
250220060,95839
250220050,95841
349190625,625
252200110,93632
250220020,95849
249209982,96627
252170010,93362
251180420,94458
253179985,92339
252190180,93552
252230250,93955
250230150,95950
350230595,595
252170250,93309
253170060,92345
253210260,92751
249229998,96846
250239986,95918
251149999,94012
252210070,93752
250210240,5751
253220220,92807
250180170,95463
250219998,95748
250199996,95549
253219998,2703
249190350,6513
249199988,96538
249199976,96535
249199965,96588
250190250,5505
250190550,95584
250169992,95231
252150190,93112
253190180,92515
251180020,94444
251180410,94457
249210130,96755
250189974,95446
249199964,96589
249209987,6606
250219977,95744
252190220,93553
251189995,94427
251199984,94520
250199978,95548
252160130,93236
251209985,94637
251150250,4106
351150405,405
250160530,95213
250161020,95299
250170280,95321
250180210,95458
351150400,400
252200160,93619
250170160,95333
251180140,94421
252160120,93237
251150390,94167
251150270,94121
250190090,95564
250160440,95221
249190760,96596
249190490,96518
254190170,91504
250220110,95832
250229998,95825
251210130,94717
250180450,95419
251169995,4206
251160370,94256
254220020,91819
249190420,96520
252190040,93537
251150110,94144
253170250,92366
252220130,93816
250190140,95559
249210040,96758
249219996,6701
251199989,94521
354180131,131
254170010,91344
252150170,93115
253140090,92016
254180040,91451
252170290,93304
251160160,94227
251230180,94901
252170040,93354
250180560,95407
250170010,95356
249220240,96854
249229989,6851
252220090,93853
253190270,92504
252190120,93514
254220010,91820
249199975,96597
249199992,6509
