Kod METEO,Nazwa stacji,longitude,latitude
93453,NOWA WIEŚ WIELKA,18.1,52.96666667
93417,DĘBY SZLACHECKIE,18.6,52.3
96403,ISTEBNA-MŁODA GÓRA,18.86666667,49.58333333
92444,STAROGARD GDAŃSKI,18.53333333,53.95
91404,WOLNY DWÓR,18.43333333,54.08333333
2403,GRUDZIĄDZ,18.71666667,53.43333333
3401,CIECHOCINEK,18.8,52.88333333
3402,INOWROCŁAW,18.23333333,52.8
5404,ŚWIERKLANIEC,18.95,50.43333333
5407,SUKOWICE,18.16666667,50.26666667
5408,RYBNIK,18.55,50.1
6403,CIESZYN,18.63333333,49.75
6404,WISŁA,18.86666667,49.65
91429,WEJHEROWO,18.23333333,54.6
91433,JASTARNIA,18.66666667,54.7
91451,ŻELISTRZEWO,18.41666667,54.66666667
92411,UNISŁAW,18.41666667,53.2
92416,WĄBRZEŹNO,18.95,53.28333333
92420,ŚWIECIE,18.45,53.4
92425,SIEROSŁAW,18.3,53.55
93405,DĄBIE,18.81666667,52.08333333
93407,WŁADYSŁAWÓW,18.48333333,52.1
93413,KONIN,18.23333333,52.21666667
93420,BABIAK,18.66666667,52.35
93438,STRZELNO,18.16666667,52.63333333
93440,DOBRE,18.56666667,52.68333333
93441,KOŁODZIEJEWO,18.03333333,52.71666667
93445,LUBANIE,18.91666667,52.75
93446,PAKOŚĆ,18.08333333,52.8
93448,JAKSICE,18.18333333,52.85
93452,CZERNIKOWO,18.95,52.95
94406,ROSZKOWICE,18.26666667,51.11666667
94414,KĘPNO,18,51.28333333
94424,CZARTORYJA,18.5,51.5
94425,KRASZEWICE,18.21666667,51.51666667
94433,WARTA,18.63333333,51.71666667
94437,KOŹMINEK,18.35,51.8
94443,DOBRA,18.63333333,51.93333333
94446,UNIEJÓW,18.8,51.96666667
95423,STANICE,18.51666667,50.2
95437,KOŹLE,18.15,50.35
95469,DRONIOWICE,18.81666667,50.7
95475,KOBYLNO,18.11666667,50.8
95482,KŁOBUCK,18.93333333,50.9
95486,KRZEPICE,18.73333333,50.96666667
96410,USTROŃ-RÓWNICA-WIEŚ,18.85,49.71666667
96420,RUDZICA,18.88333333,49.85
96433,BRENNA,18.86666667,49.75
93310,NOWA WIEŚ PODGÓRNA,17.6,52.15
93348,JANOWIEC WIELKOPOLSKI,17.48333333,52.76666667
94338,KOŹMIN WIELKOPOLSKI,17.45,51.81666667
95327,ROGÓW OPOLSKI,17.95,50.51666667
1303,SŁUPSK,17,54.46666667
1304,CZARNA DĄBRÓWKA,17.56666667,54.35
3303,GNIEZNO,17.56666667,52.55
4304,NAMYSŁÓW,17.73333333,51.08333333
5307,PRUDNIK,17.56666667,50.31666667
5309,GŁUBCZYCE,17.8,50.18333333
91305,SOMINY,17.65,54.03333333
91309,ŁOBZOWO,17.23333333,54.13333333
91311,UGOSZCZ,17.53333333,54.13333333
91323,KRUSZYNA,17.03333333,54.35
91328,BUKOWINA,17.85,54.41666667
91329,MALCZKOWO,17.36666667,54.43333333
91340,SMOŁDZINO,17.21666667,54.66666667
92313,WITOSŁAW,17.48333333,53.25
92319,KORONOWO,17.93333333,53.31666667
92338,TUCHÓŁKA,17.75,53.56666667
92343,CZŁUCHÓW,17.38333333,53.66666667
92347,GWIEŹDZIN,17.2,53.73333333
92358,MILACHOWO,17.6,53.93333333
93301,BACHORZEW,17.56666667,52
93307,ŚREM,17.01666667,52.1
93319,NAGRADOWICE,17.15,52.31666667
93324,KOSTRZYN,17.23333333,52.4
93325,POWIDZ,17.91666667,52.41666667
93344,SZELEJEWO,17.75,52.73333333
93355,BARCIN,17.95,52.86666667
93362,ZALESIE,17.6,52.98333333
94304,WROCŁAW-BISKUPIN,17.1,51.1
94308,RYCHTAL,17.85,51.15
94320,BRZEZIE,17.13333333,51.41666667
94326,MILICZ,17.26666667,51.53333333
94335,SOBÓTKA,17.86666667,51.78333333
94336,SKAŁÓW,17.38333333,51.8
95311,JARNOŁTÓWEK,17.45,50.28333333
95323,KRAPKOWICE,17.95,50.46666667
95332,PRÓSZKÓW,17.88333333,50.6
95346,KUP,17.88333333,50.81666667
95347,BRZEG,17.48333333,50.86666667
95418,BABORÓW,17.98333333,50.15
94204,KĄTY WROCŁAWSKIE,16.76666667,51.03333333
93241,OBORNIKI WIELKOPOLSKIE,16.81666667,52.65
95237,CHEŁMSKO ŚLĄSKIE,16.06666667,50.66666667
1201,DARŁOWO,16.38333333,54.45
2201,POŁCZYN-ZDRÓJ,16.08333333,53.76666667
3205,JEZIORY,16.8,52.26666667
91207,POLANÓW,16.68333333,54.11666667
91218,JEŻYCZKI,16.4,54.33333333
91219,SŁAWNO,16.66666667,54.35
92203,CZŁOPA,16.11666667,53.08333333
92209,WAŁCZ,16.46666667,53.28333333
92220,CZAPLINEK,16.23333333,53.56666667
92224,CZARNE,16.93333333,53.68333333
92256,CHODZIEŻ,16.91666667,53
93243,WRONKI,16.38333333,52.7
93249,RYCZYWÓŁ,16.83333333,52.81666667
94205,JAWOR,16.18333333,51.05
94211,TACZALIN,16.3,51.15
94227,ŻMIGRÓD,16.9,51.46666667
94231,WYDAWY,16.95,51.56666667
95235,UNIEMYŚL,16.05,50.63333333
95249,NIEMCZA,16.85,50.73333333
95255,WAŁBRZYCH,16.31666667,50.76666667
94135,KOŚCIELNA WIEŚ,15.2,51.41666667
92116,POŹRZADŁO WIELKIE,15.91666667,53.38333333
92114,STARGARD SZCZECIŃSKI,15.05,53.33333333
93117,LUTOL SUCHY,15.71666667,52.33333333
92124,DRAWSKO POMORSKIE,15.81666667,53.53333333
93103,KROSNO ODRZAŃSKIE,15.11666667,52.05
94101,GRABISZYCE GÓRNE,15.2,51
3101,GORZYŃ,15.9,52.56666667
3202,KRZYŻ,15.98333333,52.88333333
5101,ŚWIERADÓW-ZDRÓJ,15.33333333,50.9
5102,CIEPLICE ŚLĄSKIE-ZDRÓJ,15.68333333,50.86666667
5103,SZKLARSKA PORĘBA,15.53333333,50.83333333
5105,KARPACZ,15.78333333,50.78333333
91101,TRZEBIATÓW,15.26666667,54.06666667
92108,CHOSZCZNO,15.41666667,53.16666667
93101,LASKI,15.31666667,52.03333333
93112,ZBĄSZYŃ,15.93333333,52.25
93138,DREZDENKO,15.86666667,52.85
93140,ŁUBIANKA,15.2,52.88333333
94118,LUBAŃ,15.3,51.1
94128,WĘGLINIEC,15.2,51.28333333
94133,PRZEJĘSŁAW,15.41666667,51.36666667
94149,STYPUŁÓW,15.55,51.7
95122,CIECHANOWICE,15.98333333,50.86666667
95130,RĘBISZÓW,15.45,50.95
95133,PILCHOWICE,15.65,50.96666667
91001,WRZOSOWO,14.81666667,54.01666667
92011,TURZE,14.88333333,53.2
92021,GOLENIÓW,14.81666667,53.56666667
93004,CYBINKA,14.81666667,52.2
93006,BOCZÓW,14.95,52.31666667
93022,MORYŃ,14.4,52.86666667
93023,MYŚLIBÓRZ,14.86666667,52.91666667
93024,BIELINEK,14.15,52.95
96518,ZUBRZYCA GÓRNA,19.65,49.55
6515,STAŃCOWA,19.55,49.53333333
96512,CHYŻNE,19.71666667,49.41666667
96526,ŚMIETANOWA,19.58333333,49.56666667
95453,STRZELCE OPOLSKIE,18.31666667,50.5
95459,KRUPSKI MŁYN,18.63333333,50.56666667
95491,LIGOTA GÓRNA,18.15,50.48333333
5402,LUBLINIEC,18.7,50.68333333
5450,PŁUŻNICZKA,18.5,50.45
95455,SIEDLEC,18.11666667,50.51666667
95457,TWORÓG,18.71666667,50.53333333
95458,ZIELONA,18.96666667,50.55
95460,BRUSIEK,18.81666667,50.58333333
95461,RASZOWA,18.13333333,50.6
95462,KADŁUB-PIEC,18.28333333,50.6
95463,ZAWADZKIE,18.48333333,50.6
95468,GRODZIEC,18.26666667,50.7
95470,TURAWA,18.1,50.73333333
95471,DOBRODZIEŃ,18.45,50.73333333
94248,KRZEMIENIEWO,16.83333333,51.85
93130,KRZESZYCE,15.01666667,52.58333333
93008,OŚNO LUBUSKIE,14.86666667,52.45
92121,MASZEWO,15.06666667,53.5
92022,STEPNICA,14.63333333,53.65
92051,TRZEBIEŻ,14.53333333,53.66666667
91409,TRĄBKI WIELKIE,18.53333333,54.16666667
91419,BĄKOWO,18.53333333,54.3
91421,KARTUZY,18.2,54.33333333
91425,RĘBISKA,18.33333333,54.45
91453,GORĘCZYNO,18.16666667,54.26666667
91319,KLUKOWA HUTA,17.9,54.25
91353,BORUCINO,17.98333333,54.25
91523,KRYNICA MORSKA,19.45,54.38333333
91550,KUROWO BRANIEWSKIE,19.75,54.23333333
1505,FROMBORK,19.68333333,54.36666667
91512,SŁOBITY,19.75,54.13333333
91516,MYŚLIWIEC,19.71666667,54.23333333
91520,TOLKMICKO,19.53333333,54.31666667
94328,UJAZD,17.43333333,51.63333333
5850,MIROCIN,22.56666667,50.03333333
95901,WIELKIE OCZY,23.16666667,50.03333333
95925,WÓLKA NIELISKA,23.1,50.8
91903,POMORZE,23.36666667,54.06666667
92916,SZUDZIAŁOWO,23.65,53.3
92923,JANÓW,23.23333333,53.46666667
93902,MICHAŁKI,23.31666667,52.1
93918,NAREWKA,23.75,52.86666667
94907,CHEŁM,23.5,51.15
95909,SKWARKI,23.23333333,50.41666667
95910,TARNOSZYN,23.8,50.41666667
95915,POTURZYN,23.93333333,50.56666667
95829,STALOWA WOLA,22.03333333,50.6
96811,TELEŚNICA OSZWAROWA,22.53333333,49.38333333
91813,BANIE MAZURSKIE,22.03333333,54.25
92814,KRYPNO KOŚCIELNE,22.88333333,53.28333333
95812,STARY DZIKÓW,22.93333333,50.25
1801,GOŁDAP,22.31666667,54.31666667
6803,BIRCZA,22.48333333,49.68333333
6812,TERKA,22.43333333,49.3
91801,GIŻE,22.4,54
91816,DUBENINKI,22.58333333,54.28333333
92817,STAWISKI,22.16666667,53.4
92818,MOŃKI,22.8,53.4
92820,LACHOWO,22.01666667,53.46666667
92829,PROSTKI,22.43333333,53.7
92844,RACZKI,22.78333333,53.98333333
93809,MORDY,22.51666667,52.21666667
93826,GRODZISK,22.73333333,52.58333333
94827,KOCK,22.45,51.63333333
94840,JEDLANKA,22.1,51.93333333
95802,LASZKI,22.9,50.03333333
95813,CIEPLICE,22.6,50.26666667
95817,OBSZA,22.96666667,50.31666667
95819,SARZYNA,22.33333333,50.35
95825,ZWOLAKI,22.33333333,50.5
96805,CISNA,22.33333333,49.21666667
96807,LUTOWISKA,22.7,49.25
96812,SZCZAWNE,22.15,49.4
96813,MYCZKOWCE,22.41666667,49.43333333
96817,NOWOTANIEC,22.03333333,49.5
96844,HUSÓW,22.3,49.98333333
96730,WOLA KOMBORSKA,21.9,49.73333333
93711,WARSZAWA KABATY,21.06666667,52.13333333
94703,BRODY IŁŻECKIE,21.2,51.01666667
92725,SZEROKI BÓR,21.65,53.61666667
6708,BARWINEK,21.68333333,49.43333333
91703,SĄTOPY-SAMULEWO,21.05,54.06666667
91704,PRZERWANKI,21.91666667,54.13333333
91706,PNIEWO,21.65,54.16666667
91707,GŁOWBITY,21.1,54.18333333
91709,WĘGORZEWO,21.76666667,54.21666667
92703,KURPIE,21.76666667,53.05
92709,NOWOGRÓD,21.86666667,53.23333333
92719,ROZOGI,21.36666667,53.48333333
92721,TUROŚL,21.6,53.51666667
92722,TUROWO,21.9,53.53333333
92724,RACIBÓR,21.26666667,53.6
92736,MŁYNOWO,21.33333333,53.88333333
92737,SZYMONKA,21.66666667,53.88333333
93702,ORZESZYN,21.08333333,52.03333333
93708,SIENNICA,21.61666667,52.08333333
93730,SULEJÓWEK,21.3,52.25
93732,WARSZAWA-KAWĘCZYN,21.13333333,52.26666667
93734,STANISŁAWÓW,21.55,52.28333333
93739,WOŁOMIN,21.23333333,52.35
93747,LASKI,21.73333333,52.51666667
93769,SEROCZYN,21.91666667,52.01666667
94709,IŁŻA,21.23333333,51.16666667
94714,CIEPIELÓW,21.6,51.26666667
94723,BARTODZIEJE,21.2,51.53333333
94732,BOGLEWICE,21,51.8
95708,MIŁOCIN,21.98333333,50.08333333
95736,GRĘBÓW,21.88333333,50.56666667
96707,JAŚLISKA,21.81666667,49.45
96710,TYLAWA,21.7,49.46666667
96736,JODŁOWA,21.31666667,49.88333333
96739,BRZEZINY,21.55,49.93333333
96740,PSTRĄGOWA,21.76666667,49.93333333
96611,ŁAPSZE NIŻNE,20.25,49.4
91614,GÓROWO IŁAWECKIE,20.5,54.3
96620,OCHOTNICA GÓRNA,20.23333333,49.53333333
96621,OCHOTNICA DOLNA,20.33333333,49.53333333
6618,KROŚCIENKO,20.43333333,49.45
91616,JUDYTY,20.9,54.31666667
92616,SŁAWKOWO,20.16666667,53.36666667
92634,PAJTUNY,20.7,53.71666667
92646,STUDNICA,20.65,53.98333333
93619,ZIELONKI,20.81666667,52.25
93627,IŁÓW,20.03333333,52.33333333
93631,GRÓDKOWO,20.2,52.43333333
93652,KRASNE,20.96666667,52.91666667
94609,MROCZKÓW,20.71666667,51.15
94622,ODRZYWÓŁ,20.56666667,51.51666667
94633,SADKOWICE,20.51666667,51.73333333
94643,MSZCZONÓW,20.53333333,51.98333333
94644,DROZDY,20.81666667,51.98333333
95606,PRUSY,20.08333333,50.11666667
95624,CHROBERZ,20.6,50.43333333
95629,STRZESZKOWICE,20.3,50.53333333
95642,KONIECZNO,20.05,50.8
95647,RYKOSZYN,20.4,50.86666667
96625,NIEDŹWIEDŹ,20.08333333,49.61666667
96638,ŚWIDNIK,20.63333333,49.71666667
96567,KALWARIA ZEBRZYDOWSKA,19.7,49.86666667
94523,LUTOSŁAWICE RZĄDOWE,19.56666667,51.51666667
94503,WĄSOSZ GÓRNY,19,51.06666667
95511,NOWA GÓRA,19.6,50.16666667
95571,ŚWIĘTA ANNA,19.53333333,50.81666667
91507,PASŁĘK,19.66666667,54.06666667
91521,STEGNA,19.11666667,54.33333333
92502,SKRWILNO,19.63333333,53.01666667
92514,BRZOZIE,19.61666667,53.33333333
92517,KOSTKOWO,19.91666667,53.36666667
92537,JAŚKOWO,19.73333333,53.81666667
93514,ŻYCHLIN,19.63333333,52.25
93525,OLGANOWO,19,52.53333333
94516,SZCZERCÓW,19.11666667,51.33333333
94521,ŻARNOWICA,19.86666667,51.46666667
94530,ŁASK,19.13333333,51.6
94542,WILANÓW,19.53333333,51.81666667
94547,BRATOSZEWICE,19.65,51.93333333
94550,ŁYSZKOWICE,19.91666667,51.98333333
94555,BEŁCHATÓW,19.36666667,51.4
95505,KRAKÓW-BIELANY-KLASZTOR,19.85,50.05
95506,ALWERNIA,19.53333333,50.05
95509,UJAZD,19.81666667,50.13333333
95512,DZIEĆKOWICE,19.21666667,50.18333333
95522,BOLESŁAW,19.46666667,50.26666667
95536,WOLBROM,19.75,50.38333333
95541,RYCZÓW,19.6,50.41666667
95546,PIWOŃ,19.25,50.48333333
95561,HUTKI,19,50.68333333
95562,PORAJ,19.21666667,50.68333333
96548,ŁODYGOWICE,19.15,49.71666667
96572,GIERAŁTOWICE,19.38333333,49.93333333
92438,CZARNA WODA,18.1,53.83333333
96428,WISŁA WIELKA,18.85,49.95
95441,UJAZD ŚLĄSKI,18.35,50.38333333
95483,KARMONKI NOWE,18.58333333,50.91666667
92418,NOWY JASINIEC,18.03333333,53.35
92441,LEŚNA HUTA,18.1,53.88333333
6408,ISTEBNA-KUBALONKA,18.9,49.6
91401,MIŁORADZ,18.91666667,54.01666667
91423,MIRACHOWO,18.03333333,54.4
91426,TĘPCZ,18.03333333,54.5
91452,LISEWO,18.83333333,54.1
92423,KALISKA,18.41666667,53.5
92426,RULEWO,18.61666667,53.55
92427,OSIE,18.35,53.6
92437,OCYPEL,18.33333333,53.81666667
93425,SOMPOLNO,18.51666667,52.38333333
93437,GĘBICE,18.03333333,52.6
93444,SOBIESIERNIE,18.45,52.75
94401,JASTRZYGOWICE,18.33333333,51
94410,SIEMKOWICE,18.95,51.21666667
94421,ZŁOCZEW,18.61666667,51.41666667
94422,WIDAWA,18.95,51.43333333
94444,ZBIERSK,18.15,51.95
95407,ŻORY,18.7,50.05
95414,ADAMOWICE,18.33333333,50.13333333
95416,ORZESZE,18.76666667,50.13333333
95429,MAKOSZOWY,18.76666667,50.26666667
95430,URBANOWICE,18.03333333,50.3
95435,LIPINY,18.9,50.31666667
95436,ŁABĘDY,18.61666667,50.33333333
95442,TACISZÓW,18.53333333,50.38333333
95450,TOSZEK,18.51666667,50.46666667
95477,SZUMIRAD,18.25,50.83333333
95479,DĘBINIEC,18.08333333,50.86666667
95484,BĄKÓW,18.31666667,50.96666667
96418,KACZYCE,18.61666667,49.83333333
96424,CHAŁUPKI,18.31666667,49.93333333
92360,BOROWY MŁYN,17.31666667,53.96666667
91308,KARPNO,17.8,54.11666667
91310,NIEZABYSZEWO,17.43333333,54.13333333
92301,SZAMOCIN,17.11666667,53.03333333
92305,SAMOKLĘSKI,17.7,53.08333333
92308,NIEŻYCHOWO,17.15,53.15
92309,WYRZYSK,17.26666667,53.15
92312,WYSOKA,17.08333333,53.18333333
92315,WIELE,17.55,53.28333333
92316,KRAJENKA,17,53.3
92335,PŁAZOWO,17.95,53.53333333
92336,ROZWORY,17.1,53.55
92345,ZAPĘDOWO,17.85,53.7
92354,KOSOBUDY,17.76666667,53.88333333
92355,RÓŻKI-DĘBIE,17.15,53.9
93308,ŁOMÓW,17.85,52.11666667
93327,CZERNIEJEWO,17.5,52.43333333
93330,POBIEDZISKA,17.28333333,52.48333333
93343,SKOKI,17.15,52.66666667
93353,SŁĘBOWO,17.6,52.85
93357,GOŁAŃCZ,17.3,52.95
94306,BIERUTÓW,17.55,51.13333333
94319,MIĘDZYBÓRZ,17.66666667,51.4
94331,KROTOSZYN,17.43333333,51.7
94339,TRZEBOWA,17.66666667,51.81666667
95302,TURKÓW,17.86666667,50.01666667
95307,PIELGRZYMÓW,17.68333333,50.18333333
95321,ZIELINA,17.8,50.45
95333,ZIĘBICE,17.05,50.61666667
95334,WITOSTOWICE,17.05,50.68333333
92234,SĘPOLNO WIELKIE,16.78333333,53.95
94246,STARE STRĄCZE,16.16666667,51.85
94209,BUDZISZÓW MAŁY,16.46666667,51.1
94242,STARE DRZEWCE,16.21666667,51.76666667
94219,BRZEG DOLNY,16.71666667,51.26666667
94235,WIERZA (WIEWIERZ),16.71666667,51.63333333
91202,GRZYBNICA,16.45,54.05
91211,SIERAKOWO,16.51666667,54.21666667
92201,TRZCIANKA,16.46666667,53.03333333
92206,GOSTOMIA,16.43333333,53.18333333
92211,KARSIBÓR,16.4,53.36666667
92214,JASTROWIE,16.81666667,53.43333333
92222,SILNOWO,16.5,53.63333333
92223,KLUCZEWO,16.18333333,53.65
92226,BARWICE,16.35,53.75
92228,POWOJEWO,16.91666667,53.78333333
92231,WIELANOWO,16.31666667,53.86666667
93212,WOLSZTYN,16.11666667,52.11666667
93236,ZĘBOWO,16.08333333,52.46666667
93237,ZŁOTNIKI,16.83333333,52.48333333
93242,TUCHOLA,16.15,52.66666667
93248,MIŁKOWO,16.51666667,52.81666667
93254,PODANIN,16.96666667,52.95
94216,MALCZYCE,16.5,51.21666667
94226,ŚCINAWA,16.41666667,51.41666667
94234,OSETNO,16.46666667,51.63333333
94238,GÓRA,16.55,51.66666667
94244,JANISZEWO,16.76666667,51.76666667
95201,NIEMOJÓW,16.58333333,50.15
95222,PASTERKA,16.33333333,50.48333333
95247,JEDLINA-ZDRÓJ,16.35,50.73333333
95248,DZIERŻONIÓW,16.65,50.73333333
95261,GOSTKÓW,16.1,50.85
95267,BOLKÓW,16.13333333,50.91666667
95271,STRZEGOM,16.35,50.96666667
93139,STRZELCE KRAJEŃSKIE,15.53333333,52.86666667
94154,NOWOGRÓD BOBRZAŃSKI,15.25,51.8
5106,PAPROTKI,15.95,50.73333333
91105,MIECHĘCINO,15.75,54.11666667
92104,KAMIENNA,15.93333333,53.03333333
92113,SUCHAŃ,15.31666667,53.28333333
92115,SULIBOREK,15.55,53.3
92119,LISOWO,15.3,53.43333333
92120,IŃSKO,15.55,53.43333333
92128,OSTROWICE,15.96666667,53.63333333
92130,NOWOGARD,15.11666667,53.66666667
92132,PORADZ,15.6,53.7
92136,PŁOTY,15.26666667,53.8
92142,WITNO,15.06666667,53.95
93104,KARGOWA,15.86666667,52.08333333
93105,SULECHÓW,15.61666667,52.1
93110,GRYŻYNA,15.28333333,52.18333333
93115,ŻELECHÓW,15.35,52.31666667
93123,MIĘDZYRZECZ,15.61666667,52.45
93128,LUBIKOWO,15.7,52.55
93136,GOŚCIM,15.7,52.76666667
94105,ŚWIERZAWA,15.9,51.01666667
94108,LEŚNA,15.26666667,51.03333333
94111,SOKOŁOWIEC,15.83333333,51.03333333
94116,TWARDOCICE,15.75,51.1
94121,ZŁOTORYJA,15.93333333,51.11666667
94124,IWINY,15.7,51.2
94125,ZAGRODNO,15.86666667,51.2
94137,ŁOZY,15.36666667,51.48333333
94139,IŁOWA,15.2,51.5
94142,BUCZYNA,15.9,51.55
94145,GAWORZYCE,15.88333333,51.63333333
94159,LUBIĘCIN,15.85,51.9
95102,BUKÓWKA,15.96666667,50.71666667
95104,PACZYN,15.91666667,50.73333333
95119,MYSŁAKOWICE,15.78333333,50.85
95125,KACZORÓW,15.96666667,50.91666667
95126,GIERCZYN,15.4,50.93333333
95129,POBIEDNA,15.3,50.95
95136,WOJCIESZÓW,15.91666667,50.98333333
93010,KOSTRZYN NAD ODRĄ,14.66666667,52.58333333
92006,WIDUCHOWA,14.4,53.11666667
92014,GRYFINO,14.48333333,53.25
92015,BINOWO,14.65,53.3
92026,KARTLEWO,14.8,53.8
92028,WOLIN,14.6,53.83333333
93013,WITNICA,14.9,52.66666667
93015,GOZDOWICE,14.31666667,52.76666667
93020,WARNICE,14.68333333,52.85
92953,SOCHONIE,23.16666667,53.21666667
92751,ZARUZIE,21.8,53.13333333
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
